1,1,1,1,1,3,-1,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,3,7,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,3,7,3,1,5,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5
1,1,1,1,1,3,7,3,1,5,5,5,1,1,1,1,1,1,1,5,1,1,1,1,1
1,1,1,1,1,3,7,3,1,1,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1
3,3,3,3,3,3,7,3,3,5,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3
5,7,7,7,7,7,7,7,7,5,7,5,5,5,5,5,7,7,7,7,7,7,7,7,5
5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5
5,7,7,7,7,7,7,7,7,7,5,5,5,5,5,7,7,7,7,7,7,7,7,7,5
7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7
7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7
1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1
1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1
1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1
1,1,1,1,1,3,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,1,1,1
1,1,1,1,1,3,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,1,1,1
1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Station,,,,,,,,,,,,,,,,,,,,,,,,